domain,BCS_x,ID,literals_x,def_x,usage_x,hypernymID_x,hypernym_literals_x,hypernym_def_x,hypernym_usage_x,Prevod literala,Prevod def,Unnamed: 0,BCS_y,literals_y,def_y,usage_y,hypernymID_y,hypernym_literals_y,hypernym_def_y,hypernym_usage_y
medicine,,ENG30-01547961-a,polyvalent,containing several antibodies each capable of counteracting a specific antigen,1 : a polyvalent vaccine,,-,-,-,,,,,,,,,,,
medicine,,ENG30-00652803-n,blood count,the act of estimating the number of red and white corpuscles in a blood sample,-,ENG30-00634586-n,count; counting; numeration; enumeration; reckoning; tally,the act of counting,1 : the counting continued for several hours,,,,,,,,,,,
medicine,,ENG30-00652975-n,complete blood count; CBC; blood profile,counting the number of white and red blood cells and the number of platelets in 1 cubic millimeter of blood,-,ENG30-00652803-n,blood count,the act of estimating the number of red and white corpuscles in a blood sample,-,,,,,,,,,,,
medicine,,ENG30-00393369-n,ablation; extirpation; cutting out; excision,surgical removal of a body part or tissue,-,ENG30-00671351-n,operation; surgery; surgical operation; surgical procedure; surgical process,a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body,1 : he died while undergoing surgery | 2 : they will schedule the operation as soon as an operating room is available,,,,,,,,,,,
medicine,,ENG30-00395654-n,circumcision,the act of circumcising; surgical removal of the foreskin of males,-,ENG30-00392709-n,abscission; cutting off,the act of cutting something off,-,,,,,,,,,,,
medicine,,ENG30-00654113-n,sperm count,the act of estimating the number of spermatozoa in an ejaculate,-,ENG30-00634586-n,count; counting; numeration; enumeration; reckoning; tally,the act of counting,1 : the counting continued for several hours,,,,,,,,,,,
medicine,,ENG30-00656192-n,aftercare,care and treatment of a convalescent patient,-,ENG30-00657604-n,medical care; medical aid,professional treatment for illness or injury,-,,,,,,,,,,,
medicine,,ENG30-00185778-n,cesarean delivery; caesarean delivery; cesarean section; cesarian section; caesarean section; C-section; cesarean; cesarian; caesarean; abdominal delivery,the delivery of a fetus by surgical incision through the abdominal wall and uterus (from the belief that Julius Caesar was born that way),-,ENG30-00042541-n,delivery; obstetrical delivery,the act of delivering a child,-,,,,,,,,,,,
medicine,,ENG30-00186549-n,midwifery,assisting women at childbirth,-,ENG30-00042541-n,delivery; obstetrical delivery,the act of delivering a child,-,,,,,,,,,,,
medicine,,ENG30-00659048-n,massage,kneading and rubbing parts of the body to increase circulation and promote relaxation,-,ENG30-00658082-n,treatment,care by procedures or applications that are intended to relieve illness or injury,-,,,,,,,,,,,
medicine,,ENG30-00659349-n,cardiac massage; heart massage,"an emergency procedure that employs rhythmic compression of the heart (either through the chest wall or, during surgery, directly to the heart) in an attempt to maintain circulation during cardiac arrest",-,ENG30-00177783-n,emergency procedure,(medicine) a procedure adopted to meet an emergency (especially a medical emergency),-,,,,,,,,,,,
medicine,,ENG30-00659349-n,cardiac massage; heart massage,"an emergency procedure that employs rhythmic compression of the heart (either through the chest wall or, during surgery, directly to the heart) in an attempt to maintain circulation during cardiac arrest",-,ENG30-00659048-n,massage,kneading and rubbing parts of the body to increase circulation and promote relaxation,-,,,,,,,,,,,
medicine,,ENG30-00660173-n,Swedish massage,massage combined with a system of active and passive exercises for the muscles and joints,-,ENG30-00659048-n,massage,kneading and rubbing parts of the body to increase circulation and promote relaxation,-,,,,,,,,,,,
medicine,,ENG30-00643197-v,analyze; analyse; psychoanalyze; psychoanalyse,subject to psychoanalytic treatment,1 : I was analyzed in Vienna by a famous psychiatrist,ENG30-00078760-v,treat; care for,provide treatment for,1 : Treat the infection with antibiotics | 2 : The doctor treated my broken leg | 3 : The nurses cared for the bomb victims | 4 : The patient must be treated right away or she will die,,,,,,,,,,,
medicine,,ENG30-00653514-a,cross-eyed,having convergent strabismus,-,,-,-,-,,,,,,,,,,,
medicine,,ENG30-00653617-a,boss-eyed,(British informal) cross-eyed,-,,-,-,-,,,,,,,,,,,
medicine,,ENG30-00653740-a,walleyed,having divergent strabismus,-,,-,-,-,,,,,,,,,,,
medicine,,ENG30-00661847-n,modality,a method of therapy that involves physical or electrical therapeutic treatment,-,ENG30-00658082-n,treatment,care by procedures or applications that are intended to relieve illness or injury,-,,,,,,,,,,,
medicine,,ENG30-00662017-n,diathermy,a method of physical therapy that involves generating local heat in body tissues by high-frequency electromagnetic currents,-,ENG30-00661847-n,modality,a method of therapy that involves physical or electrical therapeutic treatment,-,,,,,,,,,,,
medicine,,ENG30-00662340-n,chemotherapy,the use of chemical agents to treat or control disease (or mental illness),-,ENG30-00661091-n,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),1 : heat therapy gave the best relief | 2 : the quarterback is undergoing treatment for a knee injury | 3 : he tried every treatment the doctors suggested,,,,,,,,,,,
medicine,,ENG30-00662681-n,galvanism; electric healing; electrical healing,the therapeutic application of electricity to the body,-,ENG30-00661091-n,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),1 : heat therapy gave the best relief | 2 : the quarterback is undergoing treatment for a knee injury | 3 : he tried every treatment the doctors suggested,,,,,,,,,,,
medicine,,ENG30-01551679-v,cicatrize; cicatrise,"form a scar, after an injury",1 : the skin will cicatrize and it will heal soon,ENG30-01551195-v,scar; mark; pock; pit,mark with a scar,1 : The skin disease scarred his face permanently,,,,,,,,,,,
medicine,,ENG30-00645939-v,explore,examine (organs etc.) for diagnostic purposes,-,ENG30-00645771-v,diagnose,subject to a medical analysis,-,,,,,,,,,,,
medicine,,ENG30-00646135-v,put out feelers,make some preliminary investigations or test the waters,-,ENG30-00645939-v,explore,examine (organs etc.) for diagnostic purposes,-,,,,,,,,,,,
medicine,,ENG30-00646271-v,explore,examine minutely,-,ENG30-00645552-v,diagnose; name,determine or distinguish the nature of a problem or an illness through a diagnostic analysis,-,,,,,,,,,,,
medicine,,ENG30-00664388-n,megavitamin therapy,therapy based on a theory that taking very large doses of vitamins will prevent or cure physical or psychological disorders,-,ENG30-00661091-n,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),1 : heat therapy gave the best relief | 2 : the quarterback is undergoing treatment for a knee injury | 3 : he tried every treatment the doctors suggested,,,,,,,,,,,
