domain,BCS,ID,literals,def,usage,hypernymID,hypernym_literals,hypernym_def,hypernym_usage,Prevod literala,Prevod def
medicine,,ENG30-14138178-n,mumps; epidemic parotitis,an acute contagious viral disease characterized by fever and by swelling of the parotid glands,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,mumps; mums; zauške; zaušnjaci,akutno zapaljenje doušnih žlezda
medicine,,ENG30-14140176-n,poliomyelitis; polio; infantile paralysis; acute anterior poliomyelitis,an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,poliomielitis; polio; dečija paraliza,Akutno virusno oboljenje koga karakteriše upala nervnih ćelija mozga i kičmene moždine.
medicine,,ENG30-14143415-n,tuberculosis; TB; T.B.,infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages),-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,tuberkuloza; T.B.; TB,"infekcija koja se prenosi udisanjem ili gutanjem bacila tuberkuloze i manifestuje se groznicom i malim lezijama (obično u plućima, ali u raznim drugim delovima tela u akutnim stadijumima)"
medicine,,ENG30-14144064-n,pulmonary tuberculosis; consumption; phthisis; wasting disease; white plague,involving the lungs with progressive wasting of the body,-,ENG30-14143415-n,tuberculosis; TB; T.B.,infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages),-,plućna tuberkuloza; tuberkuloza; sušica; hronična bolest; bela zaraza; bela kuga,utičući na pluća sa progresivnim oduzimanjem snage telu
medicine,,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,respiratorna bolest; poremećaj disanja,skup različitih bolesti respiratornog sistema
medicine,,ENG30-14145501-n,cold; common cold,a mild viral infection involving the nose and respiratory passages (but not the lungs),1 : will they never find a cure for the common cold?,ENG30-14122053-n,communicable disease,a disease that can be communicated from one person to another,-,prehlada,blaga virusna infekcija koja zahvata nos i disajne puteve (ali ne pluća)
medicine,,ENG30-14145501-n,cold; common cold,a mild viral infection involving the nose and respiratory passages (but not the lungs),1 : will they never find a cure for the common cold?,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,prehlada,blaga virusna infekcija koja zahvata nos i disajne puteve (ali ne pluća)
medicine,,ENG30-14145911-n,asthma; asthma attack; bronchial asthma,respiratory disorder characterized by wheezing; usually of allergic origin,-,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,astma; bronhijalna astma; napad astme,respiratorni poremećaj karakterisan zviždanjem; obično alergijskog porekla
medicine,,ENG30-14146273-n,bronchitis,inflammation of the membranes lining the bronchial tubes,-,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,bronhitis,upala membrana koje oblažu bronhijalne cevi
medicine,,ENG30-14147627-n,pneumonia,respiratory disease characterized by inflammation of the lung parenchyma (excluding the bronchi) with congestion caused by viruses or bacteria or irritants,-,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,pneumonija; upala pluća,"respiratorna bolest koju karakteriše upala plućnog parenhima (bez bronhija), karakteriše ga otežano disanje, izazivaju ga virusi, bakterije ili iritanti"
medicine,,ENG30-14151139-n,genetic disease; genetic disorder; genetic abnormality; genetic defect; congenital disease; inherited disease; inherited disorder; hereditary disease; hereditary condition,a disease or disorder that is inherited genetically,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,nasledna bolest; nasledni poremećaj; genetska bolest; genetski poremećaj; genetska abnormalnost; genetska anomalija; kongenitalna malformacija,bolest ili poremećaj koji se nasleđuje genetski
medicine,,ENG30-14159623-n,-,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,-,ENG30-05646218-n,retardation; mental retardation; backwardness; slowness; subnormality,lack of normal development of intellectual capacities,-,mongolizam; Daunov sindrom; trizomija 21,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
medicine,,ENG30-14159623-n,-,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,-,ENG30-14465048-n,birth defect; congenital anomaly; congenital defect; congenital disorder; congenital abnormality,a defect that is present at birth,-,mongolizam; Daunov sindrom; trizomija 21,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
medicine,,ENG30-14159623-n,-,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,-,ENG30-14504558-n,trisomy,chrosomal abnormality in which there is one more than the normal number of chromosomes in a cell,-,mongolizam; Daunov sindrom; trizomija 21,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
medicine,,ENG30-14183065-n,sore,an open skin infection,-,ENG30-14174549-n,infection,the pathological state resulting from the invasion of the body by pathogenic microorganisms,-,ulcer,otvorena infekcija kože
medicine,,ENG30-14184067-n,chancre,a small hard painless nodule at the site of entry of a pathogen (as syphilis),-,ENG30-14183065-n,sore,an open skin infection,-,šankr,mali tvrdi bezbolni čvorić na mestu ulaska patogena (kao što je sifilis)
medicine,,ENG30-14187378-n,autoimmune disease; autoimmune disorder,any of a large group of diseases characterized by abnormal functioning of the immune system that causes your immune system to produce antibodies against your own tissues,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,autoimuno oboljenje,"aneko oboljenje koje karakteriše abnormalno funkcionisanje imunog siste,a što dovodi do toga da imuni sistem bolesnika proizvodi antitela protiv sopstvenog tkiva"
medicine,,ENG30-14189204-n,blood disease; blood disorder,a disease or disorder of the blood,-,ENG30-14053850-n,blood dyscrasia,any abnormal condition of the blood,-,bolest krvi; krvna bolest,Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.
medicine,,ENG30-14198200-n,deficiency disease,any disease caused by a lack of an essential nutrient (as a vitamin or mineral),-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,deficijencija; deficijentnost,svaka bolest koju uzrokuje nedostatak neke bitne hranljive materije kao što su vitamini ili minerali
medicine,,ENG30-14198380-n,fibrocystic breast disease; fibrocystic disease of the breast; cystic breast disease; cystic mastitis,the presence of one or more cysts in a breast,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,fibrocistična bolest dojke; fibrocistična displazija; mammary dysplasia,prisustvo jedne ili više cisti u dojci
medicine,,ENG30-14199477-n,goiter; goitre; struma; thyromegaly,abnormally enlarged thyroid gland; can result from under-production or over-production of hormone or from a deficiency of iodine in the diet,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,gušavost; struma; Struma colloides cystica glandulae thyreoideae,nenormalno uvećana štitasta žlezda do čega može doći zbog nedovoljne ili hiperprodukcije hormona ili zbog nedostatka joda u ishrani
medicine,,ENG30-14199700-n,malnutrition,a state of poor nutrition; can result from insufficient or excessive or unbalanced diet or from inability to absorb foods,-,ENG30-14198200-n,deficiency disease,any disease caused by a lack of an essential nutrient (as a vitamin or mineral),-,nauhranjenost; pothranjenost,"stanje loše ishrane; može proizaći iz nedovoljne, prekomerne ili neuravnotežene ishrane ili iz nemogućnosti apsorbovanja hrane"
medicine,,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,patologija,svako odstupanje od zdravog ili normanog stanja
medicine,,ENG30-14211294-n,lesion,any visible abnormal structural change in a bodily part,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,lezija,svaka vidljiva abnormalna strukturna promena u nekom delu tela
medicine,,ENG30-14211609-n,ulcer; ulceration,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,-,ENG30-14211294-n,lesion,any visible abnormal structural change in a bodily part,-,čir; ulcer; ulceracija; cista,ograničena upalna i često gnojna lezija na koži ili unutrašnjoj sluznici koja rezultira nekrozom tkiva
medicine,,ENG30-14213199-n,affliction,a condition of suffering or distress due to ill health,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,muka; fizička patnja,stanje bola ili patnje zbog lošeg zdravlja
medicine,,ENG30-14213512-n,deformity; malformation; misshapenness,an affliction in which some part of the body is misshapen or malformed,-,ENG30-14213199-n,affliction,a condition of suffering or distress due to ill health,-,deformitet; malformacija,urođena nepravilna razvijenost ljudskog tela ili nekih njegovih delova
medicine,,ENG30-14215199-n,pigeon breast; chicken breast,abnormal protrusion of the breastbone caused by rickets,-,ENG30-14213512-n,deformity; malformation; misshapenness,an affliction in which some part of the body is misshapen or malformed,-,kokošje grudi; chicken breast,abnormalna isturenost grudne kosti izazvana rahitisom
medicine,,ENG30-14219487-n,sandfly fever; pappataci fever; phlebotomus,a mild viral disease transmitted by the bite of the sand fly Phlebotomus papatasii,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,Papatači groznica,"blaga virusna bolest koju prenosi dlakava ili peščana mušica, Flebotomus papatači (Phlebotomus papatasii)"
medicine,,ENG30-14056280-n,attention deficit disorder; ADD; attention deficit hyperactivity disorder; ADHD; hyperkinetic syndrome; minimal brain dysfunction; minimal brain damage; MBD,a condition (mostly in boys) characterized by behavioral and learning disorders,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,hiperkinetički poremećaj; hiperaktivni poremećaj; ADHD,"memogućnost koncentracije, hiperaktivnost i nepredvidljivo ponašanje koje se pojavljuje kod mladića i devojaka tokom puberteta; kod njih postoji potreba za stalnim kretanjem i fizičkim aktivnostima, a čest je pratilac stanja frustracije i nespretnosti"
medicine,,ENG30-14057371-n,cardiovascular disease,a disease of the heart or blood vessels,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,kardiovaskularno oboljenje,oboljenje srca ili krvnih sudova
medicine,,ENG30-14065903-n,anuresis; anuria,inability to urinate,-,ENG30-14061805-n,illness; unwellness; malady; sickness,impairment of normal physiological function affecting part or all of an organism,-,anurija; anuria,"nemogućnost uriniranja koj nastaje zbog upale bubrega, začepljenja sitnih bubrežnih kanala kristalima sulfonamida, akutnog trovanje živom; potrebno bolničko lečenje."
medicine,,ENG30-14172005-n,gastroenteritis; stomach flu; intestinal flu,inflammation of the stomach and intestines; can be caused by Salmonella enteritidis,-,ENG30-14171682-n,inflammatory disease,a disease characterized by inflammation,-,crevni grip; gastroenteritis; stomačni grip,upala želuca i creva; može biti uzrokovan Salmonella enteritidis
medicine,,ENG30-14173625-n,angina,any disease of the throat or fauces marked by spasmodic attacks of intense suffocative pain,-,ENG30-14171682-n,inflammatory disease,a disease characterized by inflammation,-,angina; davnica; grlobolja; gušobolja,bilo koja bolest grla ili ždrela obeležena grčevitim napadima intenzivnog gušenja
medicine,,ENG30-14174011-n,croup; spasmodic laryngitis,a disease of infants and young children; harsh coughing and hoarseness and fever and difficult breathing,-,ENG30-14173625-n,angina,any disease of the throat or fauces marked by spasmodic attacks of intense suffocative pain,-,sapi; krup; spazmodični laringitis,bolest odojčadi i male dece; jak kašalj i promuklost i groznica i otežano disanje
medicine,,ENG30-14221138-n,lupus erythematosus; LE,a chronic inflammatory collagen disease affecting connective tissue (skin or joints),-,ENG30-14187378-n,autoimmune disease; autoimmune disorder,any of a large group of diseases characterized by abnormal functioning of the immune system that causes your immune system to produce antibodies against your own tissues,-,lupus erythematosus; eritematozni lupus; LE,hronično zapaljensko ooboljenje koje napada vezno tkivo kože ili zglobova
medicine,,ENG30-14221138-n,lupus erythematosus; LE,a chronic inflammatory collagen disease affecting connective tissue (skin or joints),-,ENG30-14229912-n,lupus,any of several forms of ulcerative skin disease,-,lupus erythematosus; eritematozni lupus; LE,hronično zapaljensko ooboljenje koje napada vezno tkivo kože ili zglobova
medicine,,ENG30-14248541-n,myoma,a benign tumor composed of muscle tissue,-,ENG30-14236226-n,benign tumor; benign tumour; nonmalignant tumor; nonmalignant tumour; nonmalignant neoplasm,a tumor that is not cancerous,-,miom,benigni tumor sačinjen od mišićnog tkiva
medicine,,ENG30-14252864-n,eye disease,any disease of the eye,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,očna bolest; bolest oka,svaka bolest koja pogađa oči
medicine,,ENG30-14254570-n,cataract,clouding of the natural lens of the eye,-,ENG30-14252864-n,eye disease,any disease of the eye,-,katarakta; siva mrena,zamagljenje očnog sočiva
medicine,,ENG30-14253124-n,animal disease,a disease that typically does not affect human beings,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,bolest životinja,bolest koja obično ne napada ljude
medicine,,ENG30-14265508-n,Lyme disease; Lyme arthritis,an acute inflammatory disease characterized by a rash with joint swelling and fever; caused by bacteria carried by the bite of a deer tick,-,ENG30-14276649-n,zoonosis; zoonotic disease,an animal disease that can be transmitted to humans,-,Lajmska bolest; Lyme arthritis,akutna zapaljenska bolest koju karakteriše osip sa oticanjem zglobova i groznicom; izaziva je baktrerija koju prenosi ujed krpeljalling and fever; caused by bacteria carried by the bite of a deer tick
medicine,,ENG30-14273365-n,swamp fever; leptospirosis,an infectious disease cause by leptospira and transmitted to humans from domestic animals; characterized by jaundice and fever,-,ENG30-14276649-n,zoonosis; zoonotic disease,an animal disease that can be transmitted to humans,-,leptospiroza,infektivna bolest koju prenose leptospire
medicine,,ENG30-14276649-n,zoonosis; zoonotic disease,an animal disease that can be transmitted to humans,-,ENG30-14253124-n,animal disease,a disease that typically does not affect human beings,-,zoonoza,životinjska bolest koja se može preneti i na ljude
medicine,,ENG30-14228376-n,actinic keratosis,an overgrowth of skin layers resulting from extended exposure to the sun,-,ENG30-14228148-n,keratosis,a skin condition marked by an overgrowth of layers of horny skin,-,aktinska keratoza; sunčana keratoza; aktinična keratoza; keratosis actinica; keratosis solaris,"Rapave, crvene ili braon promene na koži nastale usled preteranog izlaganja kože suncu. Najčešća kožna prekanceroza, lokalizovana na fotoeksponiranoj koži iz koje se neretko razvija spinocelularni karcinom."
medicine,,ENG30-14228712-n,-,a rare hereditary condition marked by dark crusted patches (sometimes containing pus),-,ENG30-14228148-n,keratosis,a skin condition marked by an overgrowth of layers of horny skin,-,folikularna keratoza; Darier-White-ova bolest; Darierova bolest; Morbus Darier; keratosis folicularis,"hronično kožno oboljenje koje se karakteriše hiperkeratoničnim papulama na seboreičnim regijama, poremećajima na noktima i promenama mukoze."
medicine,,ENG30-14229067-n,seborrheic keratosis,a skin condition characterized by circumscribed wartlike lesions that can be itchy and covered with a greasy crust,-,ENG30-14228148-n,keratosis,a skin condition marked by an overgrowth of layers of horny skin,-,staračke bradavice; verrucae seborrhoicae; verrucae seniles; seboroična keratoza; seborrhoeic keratosis,"vrlo česti benigni tumori, u obliku papiloma-bradavica, koje se javljaju kod starijih osoba posle treće decenije života, najviše na licu, uglavnom na slepoočnicama, kosmatim delovima glave, na šakama, podlakticama, i gornjem delu trupa."
medicine,,ENG30-14229912-n,lupus,any of several forms of ulcerative skin disease,-,ENG30-14219661-n,skin disease; disease of the skin; skin disorder; skin problem; skin condition,a disease affecting the skin,-,lupus,"hronično, lokalno tuberkulozno oboljenje kože, obiyčno lica"
medicine,,ENG30-14236226-n,benign tumor; benign tumour; nonmalignant tumor; nonmalignant tumour; nonmalignant neoplasm,a tumor that is not cancerous,-,ENG30-14235200-n,tumor; tumour; neoplasm,an abnormal new mass of tissue that serves no purpose,-,benigni tumor; dobroćudni tumor,tumor koji nije kancerogen
medicine,,ENG30-14237561-n,malignancy; malignance,(medicine) a malignant state; progressive and resistant to treatment and tending to cause death,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,malignitet; malignost,"u  medicini maligno stanje, progresivno i otporno na lečenje, često sa smrtnim ishodom"
medicine,,ENG30-14295248-n,rupture,state of being torn or burst open,-,ENG30-14285662-n,injury; hurt; harm; trauma,any physical damage to the body caused by violence or accident or fracture etc.,-,*rupture,state of being torn or burst open
medicine,,ENG30-14295389-n,hernia; herniation,rupture in smooth muscle tissue through which a bodily structure protrudes,-,ENG30-14295248-n,rupture,state of being torn or burst open,-,hernia,procep u glatkom mišićnom tkivu kroz koji izviruje telesni sklop
medicine,,ENG30-14298815-n,wound; lesion,any break in the skin or an organ caused by violence or surgical incision,-,ENG30-14285662-n,injury; hurt; harm; trauma,any physical damage to the body caused by violence or accident or fracture etc.,-,rana; ozleda,Bilo koja pukotina na koži ili organu izazvana nasilno ili hirurškim zahvatom.
medicine,,ENG30-14301785-n,sign,(medicine) any objective evidence of the presence of a disorder or disease,1 : there were no signs of asphixiation,ENG30-05823932-n,evidence; grounds,your basis for belief or disbelief; knowledge on which to base belief,1 : the evidence that smoking causes lung cancer is very compelling,simptom,u medicini  objektivan dokaz o prisustvu poremećaja ili bolesti.
medicine,,ENG30-14303009-n,cyanosis,a bluish discoloration of the skin and mucous membranes; a sign that oxygen in the blood is dangerously diminished (as in carbon monoxide poisoning),-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,cijanoza,plavičasta promena boje kože i sluzokože; znak da je kiseonik u krvi opasno nizak (kao kod trovanja ugljen monoksidom)
medicine,,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,sindrom,Obrazac simptoma koji su indikativni za neku bolest
medicine,,ENG30-14304722-n,cervical disc syndrome; cervical root syndrome,an abnormal condition resulting from compression of spinal nerve roots in the neck region; involves neck pains and muscular weakness and paresthesia,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,cervikalna spondiloza; degenerativno oboljenje vratne kičme; degenerativna bolest diska,"degeneracija (propadanje) pojedinih struktura kičmenog stuba, najčešće intervertebralnih (međupršljenskih) diskusa, veza (ligamenata) i zglobova; osnovni klinički pokazatelji cervikalne spondiloze jesu bol u vratu, radikulopatija (oštećenje nervnih korenova) i mijelopatija (oštećenje kičmene moždine)"
medicine,,ENG30-14304964-n,Chinese restaurant syndrome,headache and tingling or burning feelings and sweating caused by eating food that contains monosodium glutamate,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,sindrom kineskog restorana,"postoje indicije da kod nekih pojedinaca postoji intolerancija na natrijum-glutamat što kod njih može da izazove osećaj obamrlosti u potiljku, leđima i rukama, lupanje srca, glavobolju i osećaj slabosti u roku od dva sata nakon konzumiranja hrane koja ga sadrži"
medicine,,ENG30-14305149-n,-,disturbances in salt-water balance and symptoms of weakness and muscular cramps and twitching and convulsions and sometimes paralysis; usually caused by a benign tumor of the cortex of the adrenal gland that leads to excess secretion of aldosterone,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,Konov sindrom; primarni hiperaldosteronizam,"retko oboljenje nadbubrežene žlezde kod koga su povećane količine aldosterona koji deluju uglavnom na bubrežne tubule što dovodi do retencije (zadržavanja) natrijuma i povećanja volumena vanćelijske tečnost; takođe dolazi do velikog gubitka kalijuma mokraćom, što je praćeno istovremenim gubitkom vodonikovih jona i razvitkom metaboličke alkaloze"
medicine,,ENG30-14305458-n,fetal alcohol syndrome,a medical condition in which body deformation or facial development or mental ability of a fetus is impaired because the mother drank alcohol while pregnant,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,fetusni alkoholni sindrom; FAS,stanje do koga dolazi zbog uticaja majčinog alkoholizma na plod tokom njegovog embrionalnog (prva 3 meseca ) i fetalnog razvoja (od 3 meseca do kraja trudnoće); pretpostavlja se da je nedostatak enzima alkoholne dehidrogeneze razlog nepravilnog i poremećenog metabolizma alkohola u embrionalnoj i fetalnoj jetri ploda
medicine,,ENG30-14307035-n,malabsorption syndrome,a pattern of symptoms including loss of appetite and bloating and weight loss and muscle pain and steatorrhea; associated with celiac disease and sprue and cystic fibrosis,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,sindrom malapsorcije; celijačna bolest,"Poremećaj u apsorpciji jednostavnih hranjivih materija poput aminokiselina, masti, vitamina ili prostih šećera u crevu. Simptomi su gubitak apetita, nadimanje, gubitak težine i bolovi u mišićima, povezani su sa celijakijom, osipom i cističnom fibrozom."
medicine,,ENG30-14308311-n,premenstrual syndrome; PMS,a syndrome that occurs in many women from 2 to 14 days before the onset of menstruation,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,predmenstrualni sindrom; PMS,sindrom koji se javlja kod mnogih ženama 2 do 14 dana pre početka menstruacije
medicine,,ENG30-14309938-n,scalenus syndrome,discomfort and vascular symptoms and loss of sensation in a shoulder and arm; caused by a scalene muscle compressing the subclavian artery and part of the brachial plexus,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,sindrom gornjeg otvora grudnog koša; Scalenus syndrome,"obuhvata skup simptoma koji nastaju kao posledica uklještenja nerava (bol, trnjenje i mravinjanje u ruci i delimična mišićna slabost), kao i krvnih sudova (bledilo i otok ruke)"
medicine,,ENG30-14310830-n,thoracic outlet syndrome,tingling sensations in the fingers; caused by compression on a nerve supplying the arm,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,sindrom gornjeg torakalnog otvora; Thoracic outlet syndrom,"predstavlja skup simptoma koji nastaju zbog kompresije (pritiska) u prostoru između prvog rebra i iza ključne kosti; u najvećem broju slučajeva postoje neurološki simptomi poput bola u unutrašnjem delu nadlaktice, podlaktice i šake, a bolovi mogu zahvatiti i celu ruku i izazvati trnjenje, slabost u rukama"
medicine,,ENG30-14311348-n,effect,a symptom caused by an illness or a drug,1 : the effect of the anesthetic | 2 : the effects of sleep loss,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,efekat; ishod; posledica,simptom izazvan bolešću ili drogom
medicine,,ENG30-14312172-n,abscess,symptom consisting of a localized collection of pus surrounded by inflamed tissue,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,apsces; rana; gnojni čir,simptom koji se sastoji od lokalizovane kolekcije gnoja okruženog upaljenim tkivom
medicine,,ENG30-14315192-n,swelling; puffiness; lump,abnormal protuberance or localized enlargement,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,otok; oteklina,"abnormalna izbočina ili lokalizovano uvećanje, otečeno mesto na telu"
medicine,,ENG30-14320394-n,congestion,excessive accumulation of blood or other fluid in a body part,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,kongestija,preterano nagomilavanje krvi u nekom delu tela
medicine,,ENG30-14321469-n,eruption,symptom consisting of a breaking out and becoming visible,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,izbijanje,simptom koji se pojavljuje i postaje vidljiv
medicine,,ENG30-14321953-n,rash; roseola; efflorescence; skin rash,any red eruption of the skin,-,ENG30-14321469-n,eruption,symptom consisting of a breaking out and becoming visible,-,koprivnjača,simptom koji se ogleda u izbijanju crvenila na koži
medicine,,ENG30-14322248-n,urtication; urticaria; hives; nettle rash,an itchy skin eruption characterized by weals with pale interiors and well-defined red margins; usually the result of an allergic response to insect bites or food or drugs,-,ENG30-14321953-n,rash; roseola; efflorescence; skin rash,any red eruption of the skin,-,urtikarija,"koprivnjača koju karakterišu okrugle plikovi čija je unutrašnjost bleda a krajevi jasno crveni; obično reakcija na ujed insekta, hranu ili lekove"
medicine,,ENG30-14322248-n,urtication; urticaria; hives; nettle rash,an itchy skin eruption characterized by weals with pale interiors and well-defined red margins; usually the result of an allergic response to insect bites or food or drugs,-,ENG30-14533203-n,hypersensitivity reaction,an inappropriate and excessive reaction to an allergen (as pollen or dust or animal hair or certain foods); severity ranges from mild allergy to severe systemic reactions leading to anaphylactic shock,-,urtikarija,"koprivnjača koju karakterišu okrugle plikovi čija je unutrašnjost bleda a krajevi jasno crveni; obično reakcija na ujed insekta, hranu ili lekove"
medicine,,ENG30-14338942-n,carditis,inflammation of the heart,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,karditis,zapaljenje srca
medicine,,ENG30-14339387-n,myocardial inflammation; myocarditis,inflammation of the myocardium (the muscular tissue of the heart),-,ENG30-14338942-n,carditis,inflammation of the heart,-,miokarditis,zapaljenje srčanog mišica
medicine,,ENG30-14349043-n,laryngitis,inflammation of the mucous membrane of the larynx; characterized by hoarseness or loss of voice and coughing,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,laringitis,"zapaljenje larinksa, grkljana"
medicine,,ENG30-14349717-n,mastitis,inflammation of a breast (or udder),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,mastitis,upala grudi kod žena
medicine,,ENG30-14349807-n,mastoiditis,inflammation of the mastoid,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,mastoiditis,akutna upala mastoidnih ćelija
medicine,,ENG30-14355238-n,sinusitis,inflammation of one of the paranasal sinuses,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,sinusitis,upala jednog od paranazalnih sinusa
medicine,,ENG30-14357370-n,tracheitis,inflammation of the trachea,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,traheitis,upaljenje dušnika
medicine,,ENG30-14359174-n,cough; coughing,sudden expulsion of air from the lungs that clears the air passages; a common symptom of upper respiratory infection or bronchitis or pneumonia or tuberculosis,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,kašalj; kašaljanje,iznenadno izbacivanje vazduha iz pluća koje čisti respiratorne puteve; čest simptom infekcije gornjih disajnih puteva ili bronhitisa ili pneumonije ili tuberkuloze
medicine,,ENG30-14359952-n,nausea; sickness,the state that precedes vomiting,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,mučnina,stanje koje prethodi povraćanju
medicine,,ENG30-14360459-n,spasm; cramp; muscle spasm,a painful and involuntary muscular contraction,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,spazam mišića; grč; mišićni grč,bolna i nevoljna mišićna kontrakcija
medicine,,ENG30-14360915-n,-,muscular spasms of thumb and forefinger while writing with a pen or pencil,-,ENG30-14360459-n,spasm; cramp; muscle spasm,a painful and involuntary muscular contraction,-,grafospazam,"Teškoće koje se javljaju samo pri pisanju, obično kao preterano stezanje olovke."
medicine,,ENG30-14361182-n,crick; rick; wrick,a painful muscle spasm especially in the neck or back (`rick` and `wrick` are British),-,ENG30-14360459-n,spasm; cramp; muscle spasm,a painful and involuntary muscular contraction,-,ukočenost vrata,bolan grč mišića u predelu vrata ili leđa.
medicine,,ENG30-14361664-n,twitch; twitching; vellication,a sudden muscle spasm; especially one caused by a nervous condition,-,ENG30-14360459-n,spasm; cramp; muscle spasm,a painful and involuntary muscular contraction,-,grčevito trzanje; trzaj,iznenadno grčenje mišića odnosno mišićnih vlakana.
